a,method,draw,edge,kind,true_di,est_di,lcb,certified
0.2,Correlation,6,0->1,null,0.0,0.006340916903793372,0.0008708978783634045,0
0.2,Correlation,6,0->2,null,0.0,7.949574502338462e-05,1.9887283159859536e-06,0
0.2,Correlation,6,1->2,null,0.0,0.007109377381217389,1.649356113060819e-05,0
0.2,Correlation,6,2->0,null,0.0,1.8149902962258653e-05,4.442164664813138e-07,0
0.2,Correlation,7,1->0,true_direct,0.03507005691183802,0.0575847649659073,0.04712633266537308,1
0.2,Correlation,7,2->1,true_direct,0.033277985474768276,0.039212833902361986,0.02885719814550584,1
0.2,Correlation,7,0->1,null,0.0,0.01101467898619543,0.00029082284826665607,0
0.2,Correlation,7,0->2,null,0.0,0.0003123719069462442,1.4377989918806772e-06,0
0.2,Correlation,7,1->2,null,0.0,0.007718327234949808,8.646948588454376e-06,0
0.2,Correlation,7,2->0,null,0.0,0.00011357439186766967,1.7136156525895402e-07,0
0.2,Correlation,8,1->0,true_direct,0.03507005691183802,0.04107416425687608,0.031366129821054294,1
0.2,Correlation,8,2->1,true_direct,0.033277985474768276,0.04594757554371868,0.035385900545542505,1
0.2,Correlation,8,0->1,null,0.0,0.008044563515321521,3.072080394554879e-05,0
0.2,Correlation,8,0->2,null,0.0,0.0005285314970607158,2.2697053154404675e-05,0
0.2,Correlation,8,1->2,null,0.0,0.007921005973917357,0.00034773510336692846,0
0.2,Correlation,8,2->0,null,0.0,0.001077150261103764,2.3915692945692536e-05,0
0.2,Correlation,9,1->0,true_direct,0.03507005691183802,0.037589953568044385,0.03169575376371496,1
0.2,Correlation,9,2->1,true_direct,0.033277985474768276,0.028373840025832448,0.019505662599800633,1
0.2,Correlation,9,0->1,null,0.0,0.00426088064861326,2.2473305936784146e-05,0
0.2,Correlation,9,0->2,null,0.0,0.0002153704414567323,8.416449569822541e-07,0
0.2,Correlation,9,1->2,null,0.0,0.004157420111987657,3.199611330772131e-05,0
0.2,Correlation,9,2->0,null,0.0,0.0002153704414567323,1.6514693437810654e-06,0
0.2,Correlation,10,1->0,true_direct,0.03507005691183802,0.043745215187144366,0.03518779331932299,1
0.2,Correlation,10,2->1,true_direct,0.033277985474768276,0.03503770321012747,0.027440092994722567,1
0.2,Correlation,10,0->1,null,0.0,0.006841989449175955,0.0007289451953923337,0
0.2,Correlation,10,0->2,null,0.0,0.00113128340124172,1.743303053167356e-05,0
0.2,Correlation,10,1->2,null,0.0,0.005139993178889677,1.635017353771252e-05,0
0.2,Correlation,10,2->0,null,0.0,9.10707481525459e-05,2.108870508038141e-06,0
0.2,Correlation,11,1->0,true_direct,0.03507005691183802,0.03260819270970602,0.024682086885937482,1
0.2,Correlation,11,2->1,true_direct,0.033277985474768276,0.050506654144944665,0.04181255761312304,1
0.2,Correlation,11,0->1,null,0.0,0.0026468254880860314,0.00012111336156054019,0
0.2,Correlation,11,0->2,null,0.0,0.0001350725197165451,8.895001878341648e-07,0
0.2,Correlation,11,1->2,null,0.0,0.010853361152244667,0.0008914484203344862,0
0.2,Correlation,11,2->0,null,0.0,0.0009005679636626636,0.0001699742184975271,0
0.2,Correlation,12,1->0,true_direct,0.03507005691183802,0.040564910099669546,0.03390899709097383,1
0.2,Correlation,12,2->1,true_direct,0.033277985474768276,0.03714085448700846,0.028949648124133448,1
0.2,Correlation,12,0->1,null,0.0,0.0040443335889987515,5.0858978589765565e-06,0
0.2,Correlation,12,0->2,null,0.0,0.0007114598986367883,1.1646489738070216e-06,0
0.2,Correlation,12,1->2,null,0.0,0.009655267849701454,0.00037965124933008566,0
0.2,Correlation,12,2->0,null,0.0,0.0011008453643399955,9.853454553569599e-05,0
0.2,Correlation,13,1->0,true_direct,0.03507005691183802,0.03373469453407396,0.025551355136989737,1
0.2,Correlation,13,2->1,true_direct,0.033277985474768276,0.035876706894420025,0.029382588720209747,1
0.2,Correlation,13,0->1,null,0.0,0.0038953984857697014,4.180725328255052e-06,0
0.2,Correlation,13,0->2,null,0.0,6.147809644409202e-05,1.4147827642094864e-06,0
0.2,Correlation,13,1->2,null,0.0,0.002700573131819006,2.28973384653384e-06,0
0.2,Correlation,13,2->0,null,0.0,6.147809644409202e-05,3.441642507836887e-07,0
0.2,Correlation,14,1->0,true_direct,0.03507005691183802,0.03864513846077882,0.02960878261839404,1
0.2,Correlation,14,2->1,true_direct,0.033277985474768276,0.04533443255315939,0.034384113266935495,1
0.2,Correlation,14,0->1,null,0.0,0.010613963414030505,0.000663821242624999,0
0.2,Correlation,14,0->2,null,0.0,0.0009574018173485623,3.545811617900535e-05,0
0.2,Correlation,14,1->2,null,0.0,0.009001833615612968,0.00018411031655888685,0
0.2,Correlation,14,2->0,null,0.0,0.0009574018173485623,2.550379183009791e-05,0
0.2,Correlation,15,1->0,true_direct,0.03507005691183802,0.04309136037906883,0.030482957671467446,1
0.2,Correlation,15,2->1,true_direct,0.033277985474768276,0.042549075248343074,0.032365163955617095,1
0.2,Correlation,15,0->1,null,0.0,0.010636586863388841,0.00149019846448895,1
0.2,Correlation,15,0->2,null,0.0,0.0012129319942095229,0.00011195590060552773,0
0.2,Correlation,15,1->2,null,0.0,0.006224641390543649,0.0005957988809890247,0
0.2,Correlation,15,2->0,null,0.0,2.500928538999863e-06,3.051559595705985e-07,0
0.2,Correlation,16,1->0,true_direct,0.03507005691183802,0.036038341991944,0.028337163537046118,1
0.2,Correlation,16,2->1,true_direct,0.033277985474768276,0.03831582391943687,0.03071774297864196,1
0.2,Correlation,16,0->1,null,0.0,0.002818555644968769,1.202151649679066e-06,0
0.2,Correlation,16,0->2,null,0.0,8.947456441705935e-06,1.0752021604158308e-06,0
0.2,Correlation,16,1->2,null,0.0,0.009137716993628222,0.00040822188248759326,0
0.2,Correlation,16,2->0,null,0.0,0.000443143999255216,3.659436516893153e-05,0
0.2,Correlation,17,1->0,true_direct,0.03507005691183802,0.042432371049829075,0.034432316134512024,1
0.2,Correlation,17,2->1,true_direct,0.033277985474768276,0.03755337317114747,0.02965219308831042,1
0.2,Correlation,17,0->1,null,0.0,0.007549721860445953,1.0342275875844013e-05,0
0.2,Correlation,17,0->2,null,0.0,0.0005539787066051509,7.723206500569423e-06,0
0.2,Correlation,17,1->2,null,0.0,0.00570243930375897,0.00021249317358517305,0
0.2,Correlation,17,2->0,null,0.0,0.00019599748041630995,1.4808319019616669e-06,0
0.2,Correlation,18,1->0,true_direct,0.03507005691183802,0.04335494529440987,0.030229861806862976,1
0.2,Correlation,18,2->1,true_direct,0.033277985474768276,0.04186998328926475,0.0312986100976669,1
0.2,Correlation,18,0->1,null,0.0,0.008124863543790292,0.000364908432985396,0
0.2,Correlation,18,0->2,null,0.0,0.0001268124532673151,5.117591783393784e-07,0
0.2,Correlation,18,1->2,null,0.0,0.004941706552292037,0.00019911366059503495,0
0.2,Correlation,18,2->0,null,0.0,0.0001268124532673151,1.4737392560947051e-06,0
0.2,Correlation,19,1->0,true_direct,0.03507005691183802,0.04203827773424535,0.029834200841547556,1
0.2,Correlation,19,2->1,true_direct,0.033277985474768276,0.04676320318445231,0.03279671974664504,1
0.2,Correlation,19,0->1,null,0.0,0.008745520381782857,0.000554327629102774,0
0.2,Correlation,19,0->2,null,0.0,0.00021662136719645538,5.425332978641866e-07,0
0.2,Correlation,19,1->2,null,0.0,0.011015683301700609,0.0009084177223518499,0
0.2,Correlation,19,2->0,null,0.0,0.0027361430579712336,0.0010237193745842343,1
0.2,Correlation,20,1->0,true_direct,0.03507005691183802,0.04695593650057158,0.037609746773755635,1
0.2,Correlation,20,2->1,true_direct,0.033277985474768276,0.046493943906753425,0.0354647462489853,1
0.2,Correlation,20,0->1,null,0.0,0.006626386905503822,1.978921234117937e-05,0
0.2,Correlation,20,0->2,null,0.0,3.305981092983638e-05,2.0498980824901603e-06,0
0.2,Correlation,20,1->2,null,0.0,0.008622895659936024,0.0001692658350000508,0
0.2,Correlation,20,2->0,null,0.0,0.00013280623096466462,1.3972326629191595e-06,0
0.2,Correlation,21,1->0,true_direct,0.03507005691183802,0.04347289331612721,0.034425882329915634,1
0.2,Correlation,21,2->1,true_direct,0.033277985474768276,0.04293652729585717,0.032939838472939055,1
0.2,Correlation,21,0->1,null,0.0,0.007664138910177117,7.46536007536198e-06,0
0.2,Correlation,21,0->2,null,0.0,0.00035594068998441293,3.425632877976658e-06,0
0.2,Correlation,21,1->2,null,0.0,0.00921598232233045,5.5908541978823075e-05,0
0.2,Correlation,21,2->0,null,0.0,0.0003041662437640685,1.1351411071659968e-05,0
0.2,Correlation,22,1->0,true_direct,0.03507005691183802,0.04394525334901097,0.03134984679898808,1
0.2,Correlation,22,2->1,true_direct,0.033277985474768276,0.03550474085782501,0.02677463207339431,1
0.2,Correlation,22,0->1,null,0.0,0.007142539810434249,0.0001208863662197788,0
0.2,Correlation,22,0->2,null,0.0,0.0011317748632552515,1.3326737718207839e-05,0
0.2,Correlation,22,1->2,null,0.0,0.006106622379639521,0.0001964339246188004,0
0.2,Correlation,22,2->0,null,0.0,0.001240976762162905,0.00017007448249079725,0
0.2,Correlation,23,1->0,true_direct,0.03507005691183802,0.0430136696051226,0.03122499450368964,1
0.2,Correlation,23,2->1,true_direct,0.033277985474768276,0.04370553492603888,0.03343586921422288,1
0.2,Correlation,23,0->1,null,0.0,0.00503639049191482,5.069455007553195e-06,0
0.2,Correlation,23,0->2,null,0.0,0.0001201735469233813,2.1953185564333763e-06,0
0.2,Correlation,23,1->2,null,0.0,0.009280663835973948,0.001065215785704466,1
0.2,Correlation,23,2->0,null,0.0,0.0003469104352204639,2.2175452946505668e-06,0
0.2,Correlation,24,1->0,true_direct,0.03507005691183802,0.04154429303373827,0.03092599787787705,1
0.2,Correlation,24,2->1,true_direct,0.033277985474768276,0.04239868287289468,0.03577036263088582,1
0.2,Correlation,24,0->1,null,0.0,0.006336015098139099,7.564719712606775e-05,0
0.2,Correlation,24,0->2,null,0.0,8.615745086240229e-05,4.644219542044929e-06,0
0.2,Correlation,24,1->2,null,0.0,0.006625219566346794,1.9023561354591477e-05,0
0.2,Correlation,24,2->0,null,0.0,8.615745086240229e-05,1.6937726709746083e-06,0
0.2,Correlation,25,1->0,true_direct,0.03507005691183802,0.04373119389792623,0.03196206249204733,1
0.2,Correlation,25,2->1,true_direct,0.033277985474768276,0.029179009835731105,0.019491327178519587,1
0.2,Correlation,25,0->1,null,0.0,0.00829234817610988,0.0001560972204410595,0
0.2,Correlation,25,0->2,null,0.0,8.301835770076785e-06,1.775847325444141e-06,0
0.2,Correlation,25,1->2,null,0.0,0.0016951733658309145,3.4477302462660275e-06,0
0.2,Correlation,25,2->0,null,0.0,0.00012449013341199092,1.596306753940468e-06,0
0.2,Correlation,26,1->0,true_direct,0.03507005691183802,0.05172277495089739,0.04007352133447411,1
0.2,Correlation,26,2->1,true_direct,0.033277985474768276,0.03333341286550681,0.026619353880955633,1
0.2,Correlation,26,0->1,null,0.0,0.010833026101953446,2.777903005943536e-05,0
0.2,Correlation,26,0->2,null,0.0,0.0006230160562725888,2.9785337009194826e-05,0
0.2,Correlation,26,1->2,null,0.0,0.0024643373957453957,5.104101255076287e-07,0
0.2,Correlation,26,2->0,null,0.0,0.0006230160562725888,2.8146319866056857e-05,0
0.2,Correlation,27,1->0,true_direct,0.03507005691183802,0.04438567096299652,0.03282372142117933,1
0.2,Correlation,27,2->1,true_direct,0.033277985474768276,0.037143647113252874,0.02739111453960309,1
0.2,Correlation,27,0->1,null,0.0,0.008246120195896928,0.00012815958484050394,0
0.2,Correlation,27,0->2,null,0.0,0.0024427386409060074,1.935568210158126e-06,0
0.2,Correlation,27,1->2,null,0.0,0.00797847486426613,0.00013849599269930704,0
0.2,Correlation,27,2->0,null,0.0,0.0024427386409060074,2.1783743781498842e-05,0
0.2,Correlation,28,1->0,true_direct,0.03507005691183802,0.03399877114122223,0.025304833878193142,1
0.2,Correlation,28,2->1,true_direct,0.033277985474768276,0.04180112129796321,0.032355504294427205,1
0.2,Correlation,28,0->1,null,0.0,0.004280183393359034,4.0586585680365514e-05,0
0.2,Correlation,28,0->2,null,0.0,0.0002396149166616463,1.3975288561515935e-06,0
0.2,Correlation,28,1->2,null,0.0,0.004331455493799501,2.493417910340286e-06,0
0.2,Correlation,28,2->0,null,0.0,0.0002396149166616463,4.8218015396234475e-06,0
0.2,Correlation,29,1->0,true_direct,0.03507005691183802,0.0472303173870102,0.03786965289618247,1
0.2,Correlation,29,2->1,true_direct,0.033277985474768276,0.03943158192251873,0.03211039836474395,1
0.2,Correlation,29,0->1,null,0.0,0.008398212025799462,0.0003851250573398166,0
0.2,Correlation,29,0->2,null,0.0,0.00039267773871023054,3.5613871362044105e-06,0
0.2,Correlation,29,1->2,null,0.0,0.00587729057356109,0.0004962910337939185,0
0.2,Correlation,29,2->0,null,0.0,0.00039267773871023054,2.8764206058727575e-06,0
0.2,PairwiseTE,0,1->0,true_direct,0.03507005691183802,0.034054463349543186,0.027712496434621686,1
0.2,PairwiseTE,0,2->1,true_direct,0.033277985474768276,0.03062971228589853,0.022073525118012673,1
0.2,PairwiseTE,0,0->1,null,0.0,1.6602366796512405e-08,7.258122234234584e-07,0
0.2,PairwiseTE,0,0->2,null,0.0,3.388848602252558e-05,2.3729386880275153e-07,0
0.2,PairwiseTE,0,1->2,null,0.0,4.082084131788511e-05,2.134666050839943e-06,0
0.2,PairwiseTE,0,2->0,null,0.0,1.609220916454612e-05,5.203140125113398e-07,0
0.2,PairwiseTE,1,1->0,true_direct,0.03507005691183802,0.029535496068929266,0.02241915676681541,1
0.2,PairwiseTE,1,2->1,true_direct,0.033277985474768276,0.030740986739203537,0.025216098169227975,1
0.2,PairwiseTE,1,0->1,null,0.0,2.1941140346597618e-06,7.943359122677768e-07,0
0.2,PairwiseTE,1,0->2,null,0.0,8.761383189509746e-05,9.267428011027114e-07,0
0.2,PairwiseTE,1,1->2,null,0.0,0.0002688630533560595,5.833349292708989e-06,0
0.2,PairwiseTE,1,2->0,null,0.0,3.9264207931132086e-05,9.798624445815005e-07,0
0.2,PairwiseTE,2,1->0,true_direct,0.03507005691183802,0.03868400950917209,0.030247663734060102,1
0.2,PairwiseTE,2,2->1,true_direct,0.033277985474768276,0.0434412455901102,0.03365754951657642,1
0.2,PairwiseTE,2,0->1,null,0.0,5.069582664043902e-05,7.268428850406179e-08,0
0.2,PairwiseTE,2,0->2,null,0.0,7.473594033396332e-13,1.5953050801193037e-06,0
0.2,PairwiseTE,2,1->2,null,0.0,3.055740616731509e-05,1.0945620545134162e-06,0
0.2,PairwiseTE,2,2->0,null,0.0,8.898402591530411e-05,1.849203639138924e-06,0
0.2,PairwiseTE,3,1->0,true_direct,0.03507005691183802,0.029009783286440927,0.022760890504525056,1
0.2,PairwiseTE,3,2->1,true_direct,0.033277985474768276,0.03363845712733816,0.02507208832521434,1
0.2,PairwiseTE,3,0->1,null,0.0,7.574520825564087e-05,1.8382038643982244e-06,0
0.2,PairwiseTE,3,0->2,null,0.0,0.0005456373722122161,9.274258705301176e-06,0
0.2,PairwiseTE,3,1->2,null,0.0,1.7498933794323953e-06,2.2514613479588185e-06,0
0.2,PairwiseTE,3,2->0,null,0.0,0.00020610570175094283,4.0006502946065704e-06,0
0.2,PairwiseTE,4,1->0,true_direct,0.03507005691183802,0.031041371454999665,0.024953270661437908,1
0.2,PairwiseTE,4,2->1,true_direct,0.033277985474768276,0.03773267755875476,0.026992125046302416,1
0.2,PairwiseTE,4,0->1,null,0.0,0.0002665028670180922,1.5989759131016946e-06,0
0.2,PairwiseTE,4,0->2,null,0.0,4.851478387133205e-05,1.111730409042897e-06,0
0.2,PairwiseTE,4,1->2,null,0.0,0.001552859200055661,0.0002739042747920086,0
0.2,PairwiseTE,4,2->0,null,0.0,4.6001353067736155e-05,5.957475561670817e-07,0
0.2,PairwiseTE,5,1->0,true_direct,0.03507005691183802,0.031261266692428895,0.026097551424777314,1
0.2,PairwiseTE,5,2->1,true_direct,0.033277985474768276,0.036629093592602247,0.028416030984967245,1
0.2,PairwiseTE,5,0->1,null,0.0,3.84529772981985e-06,6.091053227834866e-07,0
0.2,PairwiseTE,5,0->2,null,0.0,0.000503024394988877,6.0289228512312756e-06,0
0.2,PairwiseTE,5,1->2,null,0.0,9.268490371355077e-05,4.139982633637689e-06,0
0.2,PairwiseTE,5,2->0,null,0.0,1.785914353539017e-05,8.352584925235095e-07,0
0.2,PairwiseTE,6,1->0,true_direct,0.03507005691183802,0.03487297358510424,0.027238592357586862,1
0.2,PairwiseTE,6,2->1,true_direct,0.033277985474768276,0.02793374366061269,0.020138313883950685,1
0.2,PairwiseTE,6,0->1,null,0.0,0.0004450245323770349,8.176055797989555e-06,0
0.2,PairwiseTE,6,0->2,null,0.0,5.713287842790917e-06,1.000880324210571e-06,0
0.2,PairwiseTE,6,1->2,null,0.0,9.552053175424255e-06,2.742996546652411e-07,0
0.2,PairwiseTE,6,2->0,null,0.0,0.0005258484468504981,7.50517491565843e-06,0
0.2,PairwiseTE,7,1->0,true_direct,0.03507005691183802,0.042660981351221386,0.03485361430975984,1
0.2,PairwiseTE,7,2->1,true_direct,0.033277985474768276,0.0332368756566069,0.023789813915167903,1
0.2,PairwiseTE,7,0->1,null,0.0,0.0003317535326860339,8.026865697073508e-06,0
0.2,PairwiseTE,7,0->2,null,0.0,0.00019478432139087012,4.98934661292339e-06,0
0.2,PairwiseTE,7,1->2,null,0.0,2.500168008412861e-05,6.122966980625231e-07,0
0.2,PairwiseTE,7,2->0,null,0.0,0.000926812153729241,9.625760452630828e-05,0
0.2,PairwiseTE,8,1->0,true_direct,0.03507005691183802,0.034059489688884524,0.028201038282089523,1
0.2,PairwiseTE,8,2->1,true_direct,0.033277985474768276,0.035094277735298045,0.02677949240853034,1
0.2,PairwiseTE,8,0->1,null,0.0,5.047117933467371e-06,2.0082145487343396e-07,0
0.2,PairwiseTE,8,0->2,null,0.0,0.0002759555071755772,1.5604769301012498e-06,0
0.2,PairwiseTE,8,1->2,null,0.0,0.0007540002882764545,0.00010295272093317572,0
0.2,PairwiseTE,8,2->0,null,0.0,0.001999040011306878,0.000530449397435097,0
0.2,PairwiseTE,9,1->0,true_direct,0.03507005691183802,0.03253058846976417,0.02471359006496223,1
0.2,PairwiseTE,9,2->1,true_direct,0.033277985474768276,0.04502056237630545,0.03778264374054333,1
0.2,PairwiseTE,9,0->1,null,0.0,0.00022261041223705117,4.822551999157401e-06,0
0.2,PairwiseTE,9,0->2,null,0.0,9.111866592252924e-05,1.8684347416823114e-06,0
0.2,PairwiseTE,9,1->2,null,0.0,0.0002126099165527035,4.098909115059763e-06,0
0.2,PairwiseTE,9,2->0,null,0.0,0.0010986185854446528,0.0001843079957906361,0
0.2,PairwiseTE,10,1->0,true_direct,0.03507005691183802,0.029334399062748952,0.023796947293635184,1
0.2,PairwiseTE,10,2->1,true_direct,0.033277985474768276,0.03223950487895525,0.027052646149788796,1
0.2,PairwiseTE,10,0->1,null,0.0,4.473689181827048e-05,1.8810280441911427e-06,0
0.2,PairwiseTE,10,0->2,null,0.0,9.884040582788868e-05,7.966692984945136e-07,0
0.2,PairwiseTE,10,1->2,null,0.0,3.6223444740262394e-05,4.5627898387665874e-07,0
0.2,PairwiseTE,10,2->0,null,0.0,0.001477730607298052,0.00031464173346393255,0
0.2,PairwiseTE,11,1->0,true_direct,0.03507005691183802,0.03313925186470846,0.027643772392700203,1
0.2,PairwiseTE,11,2->1,true_direct,0.033277985474768276,0.034605971152078814,0.026775641528954813,1
0.2,PairwiseTE,11,0->1,null,0.0,0.00033055248467410127,5.652650353886559e-06,0
0.2,PairwiseTE,11,0->2,null,0.0,7.844771456648628e-05,7.451111544397937e-07,0
0.2,PairwiseTE,11,1->2,null,0.0,0.0002215000233682828,1.4011910542315078e-06,0
0.2,PairwiseTE,11,2->0,null,0.0,0.0004483215321196584,3.9076348367013794e-05,0
0.2,PairwiseTE,12,1->0,true_direct,0.03507005691183802,0.034598823841907544,0.027423490152987014,1
0.2,PairwiseTE,12,2->1,true_direct,0.033277985474768276,0.039207271566492015,0.032319847205731785,1
0.2,PairwiseTE,12,0->1,null,0.0,9.150965568511606e-06,1.0034774610526932e-06,0
0.2,PairwiseTE,12,0->2,null,0.0,6.522143199978022e-05,3.2532453017722425e-07,0
0.2,PairwiseTE,12,1->2,null,0.0,0.00039489620643806206,2.6261198109373366e-05,0
0.2,PairwiseTE,12,2->0,null,0.0,5.612444900851445e-05,1.2637171091459402e-06,0
0.2,PairwiseTE,13,1->0,true_direct,0.03507005691183802,0.03576927981862513,0.025121383708437677,1
0.2,PairwiseTE,13,2->1,true_direct,0.033277985474768276,0.03480298020198066,0.026957089646569614,1
0.2,PairwiseTE,13,0->1,null,0.0,3.6733219551830975e-05,2.108874621724688e-06,0
0.2,PairwiseTE,13,0->2,null,0.0,0.00012540811953799948,1.3522825269603624e-06,0
0.2,PairwiseTE,13,1->2,null,0.0,9.762305495359481e-05,1.3498047100679525e-06,0
0.2,PairwiseTE,13,2->0,null,0.0,0.0001491860971594533,3.818192654341507e-06,0
0.2,PairwiseTE,14,1->0,true_direct,0.03507005691183802,0.02529200755054637,0.019265390126543387,1
0.2,PairwiseTE,14,2->1,true_direct,0.033277985474768276,0.03199168175295286,0.025764348356565773,1
0.2,PairwiseTE,14,0->1,null,0.0,1.134690628497244e-06,1.0949307838245422e-06,0
0.2,PairwiseTE,14,0->2,null,0.0,0.00033177839897514943,2.2376921121325987e-06,0
0.2,PairwiseTE,14,1->2,null,0.0,0.00027964171361985154,5.034272735994382e-06,0
0.2,PairwiseTE,14,2->0,null,0.0,3.1060362389678075e-06,1.8645010180475223e-06,0
0.2,PairwiseTE,15,1->0,true_direct,0.03507005691183802,0.03831174072310591,0.032361689664116775,1
0.2,PairwiseTE,15,2->1,true_direct,0.033277985474768276,0.029817600736332196,0.021009390346522626,1
0.2,PairwiseTE,15,0->1,null,0.0,0.0006115516853551882,2.899998574546345e-05,0
0.2,PairwiseTE,15,0->2,null,0.0,7.43640436770781e-06,3.281346359405747e-07,0
0.2,PairwiseTE,15,1->2,null,0.0,9.044920837272773e-06,1.8615597701101043e-07,0
0.2,PairwiseTE,15,2->0,null,0.0,2.8865727683727667e-07,3.039716444972997e-06,0
0.2,PairwiseTE,16,1->0,true_direct,0.03507005691183802,0.034415066454656536,0.027741770686280105,1
0.2,PairwiseTE,16,2->1,true_direct,0.033277985474768276,0.032987076945963756,0.026275534981488418,1
0.2,PairwiseTE,16,0->1,null,0.0,0.00015405631901991795,2.0573473393470344e-07,0
0.2,PairwiseTE,16,0->2,null,0.0,0.00019748584291205966,3.889228992694016e-06,0
0.2,PairwiseTE,16,1->2,null,0.0,0.0007606131987145804,1.297353080801719e-05,0
0.2,PairwiseTE,16,2->0,null,0.0,0.0001862670865011829,2.738295572297536e-07,0
0.2,PairwiseTE,17,1->0,true_direct,0.03507005691183802,0.03287725845727488,0.023373921535595355,1
0.2,PairwiseTE,17,2->1,true_direct,0.033277985474768276,0.03752282504627435,0.0285706443344326,1
0.2,PairwiseTE,17,0->1,null,0.0,8.886676850993717e-05,3.253717011564987e-06,0
0.2,PairwiseTE,17,0->2,null,0.0,8.676656410005742e-06,4.87951451076214e-07,0
0.2,PairwiseTE,17,1->2,null,0.0,4.115107485032494e-06,4.488960831736073e-06,0
0.2,PairwiseTE,17,2->0,null,0.0,0.0002562184300627756,8.473682300629807e-06,0
0.2,PairwiseTE,18,1->0,true_direct,0.03507005691183802,0.036064514023069705,0.027870250922612645,1
0.2,PairwiseTE,18,2->1,true_direct,0.033277985474768276,0.036954956515397965,0.028093505196611513,1
0.2,PairwiseTE,18,0->1,null,0.0,6.323872170079359e-06,7.736278251154372e-07,0
0.2,PairwiseTE,18,0->2,null,0.0,1.7632977263722624e-06,1.3945770059975868e-06,0
0.2,PairwiseTE,18,1->2,null,0.0,5.500185738665135e-06,1.0655265309918664e-06,0
0.2,PairwiseTE,18,2->0,null,0.0,5.726729609231606e-05,7.087623487430143e-07,0
0.2,PairwiseTE,19,1->0,true_direct,0.03507005691183802,0.0458609508498078,0.035967637645187324,1
0.2,PairwiseTE,19,2->1,true_direct,0.033277985474768276,0.033112652672871376,0.0276432767981205,1
0.2,PairwiseTE,19,0->1,null,0.0,6.525947281218382e-05,5.84958801685472e-07,0
0.2,PairwiseTE,19,0->2,null,0.0,0.00011820797982901289,3.8922863808371537e-07,0
0.2,PairwiseTE,19,1->2,null,0.0,1.59741715873463e-05,8.030567154086123e-07,0
0.2,PairwiseTE,19,2->0,null,0.0,0.00023928164748284624,3.577589695553329e-06,0
0.2,PairwiseTE,20,1->0,true_direct,0.03507005691183802,0.0338370359705779,0.02326910926284669,1
0.2,PairwiseTE,20,2->1,true_direct,0.033277985474768276,0.030262594796003177,0.02427864604237816,1
0.2,PairwiseTE,20,0->1,null,0.0,2.9037367026339178e-05,4.3020281183804175e-07,0
0.2,PairwiseTE,20,0->2,null,0.0,0.0003851043238070888,6.537129079962902e-06,0
0.2,PairwiseTE,20,1->2,null,0.0,0.00041573104403213094,6.266092414342615e-06,0
0.2,PairwiseTE,20,2->0,null,0.0,0.0011557657013424884,0.0002197623652614158,0
0.2,PairwiseTE,21,1->0,true_direct,0.03507005691183802,0.04277955928444942,0.03489454630410743,1
0.2,PairwiseTE,21,2->1,true_direct,0.033277985474768276,0.048224449022402936,0.03893481058506266,1
0.2,PairwiseTE,21,0->1,null,0.0,0.00015563437081092703,6.447905417018346e-06,0
0.2,PairwiseTE,21,0->2,null,0.0,4.9613787595405954e-05,5.587462371767588e-07,0
0.2,PairwiseTE,21,1->2,null,0.0,0.0003751130108603309,8.711417196305353e-06,0
0.2,PairwiseTE,21,2->0,null,0.0,5.060046648982241e-06,6.469123204371871e-08,0
0.2,PairwiseTE,22,1->0,true_direct,0.03507005691183802,0.03319041454658759,0.027875382993700144,1
0.2,PairwiseTE,22,2->1,true_direct,0.033277985474768276,0.02874344075745414,0.020357479369849503,1
0.2,PairwiseTE,22,0->1,null,0.0,0.0008017993337850109,9.495851562081339e-05,0
0.2,PairwiseTE,22,0->2,null,0.0,0.00043621066463283236,1.9910159540259588e-05,0
0.2,PairwiseTE,22,1->2,null,0.0,0.0002720577060538204,4.485977305506563e-06,0
0.2,PairwiseTE,22,2->0,null,0.0,0.0003647620215868893,4.698656270585231e-06,0
0.2,PairwiseTE,23,1->0,true_direct,0.03507005691183802,0.03430378343073612,0.027540063943368054,1
0.2,PairwiseTE,23,2->1,true_direct,0.033277985474768276,0.03938387411285687,0.03027837038715244,1
0.2,PairwiseTE,23,0->1,null,0.0,2.260786243430049e-06,7.849795258599947e-07,0
0.2,PairwiseTE,23,0->2,null,0.0,0.00012412277866772045,3.671323636942964e-06,0
0.2,PairwiseTE,23,1->2,null,0.0,7.522549024405855e-06,1.0128549571237069e-06,0
0.2,PairwiseTE,23,2->0,null,0.0,0.00014916401043108283,4.892208803944567e-07,0
0.2,PairwiseTE,24,1->0,true_direct,0.03507005691183802,0.033979075710611255,0.026663050087274213,1
0.2,PairwiseTE,24,2->1,true_direct,0.033277985474768276,0.028525376150517562,0.021503932102437163,1
0.2,PairwiseTE,24,0->1,null,0.0,0.0001384106745134586,2.256326415575943e-06,0
0.2,PairwiseTE,24,0->2,null,0.0,0.0001594830896043625,4.539744919187621e-06,0
0.2,PairwiseTE,24,1->2,null,0.0,9.489456799004252e-05,1.2755804718578003e-06,0
0.2,PairwiseTE,24,2->0,null,0.0,0.0005007748484411205,6.165774001276832e-06,0
0.2,PairwiseTE,25,1->0,true_direct,0.03507005691183802,0.04338912615812753,0.03479184681735618,1
0.2,PairwiseTE,25,2->1,true_direct,0.033277985474768276,0.0336937472742917,0.0275292109088857,1
